item1,item2,value,class
公司規模,實習,0.006044240162458748,組織文化與制度
工作環境,實習,0.0024788752103737763,組織文化與制度
產業前景,實習,0.011504736739753201,組織文化與制度
多元性,實習,-0.009082750805407179,組織文化與制度
變化性,實習,-0.014783144004864824,組織文化與制度
工學院,實習,-0.015816642233732976,科系專業
管理學院/商學院,實習,-0.00213622242116985,科系專業
面試,實習,0.06897707145782998,招募資訊
學經歷,實習,0.02108153535657377,招募資訊
徵才,實習,0.027045670482068032,招募資訊
實習,實習,1.0,招募資訊
工作,實習,0.05737112606616896,招募資訊
離職,實習,0.007152441210616711,招募資訊
新鮮人,實習,-0.013862760502306627,招募資訊
畢業,實習,-0.010527232419802517,招募資訊
招募人員,實習,0.01742297974020211,招募資訊
正向,實習,0.08006811157879402,情緒
負向,實習,0.01909651737980876,情緒
成就感,工作,0.023638984156545438,成長價值
學習成長,工作,0.05824700998082303,成長價值
創新,工作,0.025041994054078563,成長價值
薪資,工作,0.00486440612565497,經濟報酬
福利,工作,-0.01616066588814334,經濟報酬
管理制度,工作,0.07702947954494682,經濟報酬
工作氛圍,工作,0.12287477532724904,人際價值
同事互動,工作,0.14271987189622445,人際價值
主管風格,工作,0.10681725952658043,人際價值
工作地點,工作,-0.012497822261982788,組織文化與制度
公司規模,工作,0.04110941019684039,組織文化與制度
工作環境,工作,0.020979657044703278,組織文化與制度
產業前景,工作,0.06327734565939334,組織文化與制度
多元性,工作,0.016258173095126977,組織文化與制度
變化性,工作,0.06506548427878528,組織文化與制度
工學院,工作,0.02379347943898492,科系專業
管理學院/商學院,工作,-0.006398041555120354,科系專業
面試,工作,0.04698074147617003,招募資訊
學經歷,工作,0.0063853188598362014,招募資訊
徵才,工作,0.05289161848494899,招募資訊
實習,工作,0.05737112606616896,招募資訊
工作,工作,1.0,招募資訊
離職,工作,-0.027516311730684796,招募資訊
新鮮人,工作,-0.0118808460746888,招募資訊
畢業,工作,-0.008280193912497872,招募資訊
招募人員,工作,0.03891971589226021,招募資訊
正向,工作,0.243892957954616,情緒
負向,工作,0.15204843776505061,情緒
成就感,離職,-0.006176990466485339,成長價值
學習成長,離職,0.010697140268625503,成長價值
創新,離職,0.03627444511636513,成長價值
薪資,離職,0.031885318464219034,經濟報酬
福利,離職,-0.00520898379104637,經濟報酬
管理制度,離職,0.04141038844197158,經濟報酬
工作氛圍,離職,0.03276479492429587,人際價值
同事互動,離職,0.0635209804630421,人際價值
主管風格,離職,0.01419638390493858,人際價值
工作地點,離職,-0.011972766742248392,組織文化與制度
公司規模,離職,-0.007284764564165966,組織文化與制度
工作環境,離職,-0.005763703429729759,組織文化與制度
產業前景,離職,0.01118652190390069,組織文化與制度
多元性,離職,0.05842955585405227,組織文化與制度
變化性,離職,-0.017567793718813896,組織文化與制度
工學院,離職,-0.013048440897071776,科系專業
管理學院/商學院,離職,-0.0017623444719629003,科系專業
面試,離職,0.0015567941775019834,招募資訊
學經歷,離職,0.01939388035050698,招募資訊
徵才,離職,0.06193862296402569,招募資訊
實習,離職,0.007152441210616711,招募資訊
工作,離職,-0.027516311730684796,招募資訊
離職,離職,1.0,招募資訊
新鮮人,離職,0.007830369097177948,招募資訊
畢業,離職,0.07066066088139064,招募資訊
招募人員,離職,0.015992236846154848,招募資訊
正向,離職,0.038575192302221256,情緒
負向,離職,0.1543626462864524,情緒
成就感,新鮮人,-0.005746634712734209,成長價值
學習成長,新鮮人,0.05436901227438136,成長價值
創新,新鮮人,0.03624878462741359,成長價值
薪資,新鮮人,0.12518189874575736,經濟報酬
福利,新鮮人,0.037986972231328,經濟報酬
管理制度,新鮮人,0.00845740860632241,經濟報酬
工作氛圍,新鮮人,0.02446446652611072,人際價值
同事互動,新鮮人,0.011288013551062155,人際價值
主管風格,新鮮人,0.004374214910089075,人際價值
工作地點,新鮮人,-0.011138614725371665,組織文化與制度
公司規模,新鮮人,0.039205252711256106,組織文化與制度
工作環境,新鮮人,0.0022020982846231167,組織文化與制度
產業前景,新鮮人,0.011946006276466446,組織文化與制度
多元性,新鮮人,-0.00697105311001893,組織文化與制度
變化性,新鮮人,-0.004966087805407199,組織文化與制度
工學院,新鮮人,-0.01213934582107897,科系專業
管理學院/商學院,新鮮人,-0.0016395605551484406,科系專業
面試,新鮮人,-0.012571089099712789,招募資訊
學經歷,新鮮人,0.06529064223559398,招募資訊
徵才,新鮮人,0.04363528646947349,招募資訊
實習,新鮮人,-0.013862760502306629,招募資訊
工作,新鮮人,-0.0118808460746888,招募資訊
離職,新鮮人,0.007830369097177948,招募資訊
新鮮人,新鮮人,1.0,招募資訊
畢業,新鮮人,0.12280217438095707,招募資訊
招募人員,新鮮人,-0.008139610507118254,招募資訊
正向,新鮮人,0.05882943553040325,情緒
負向,新鮮人,0.06417913837262681,情緒
成就感,畢業,-0.004363933088405599,成長價值
學習成長,畢業,0.05014186399746611,成長價值
創新,畢業,-0.004134639202180377,成長價值
薪資,畢業,0.0006057588437563724,經濟報酬
福利,畢業,-0.015014747999027378,經濟報酬
管理制度,畢業,0.013401548368427421,經濟報酬
工作氛圍,畢業,0.03450604584639576,人際價值
同事互動,畢業,0.02397837094315468,人際價值
主管風格,畢業,0.016730460368046575,人際價值
工作地點,畢業,0.008946538172705909,組織文化與制度
公司規模,畢業,0.0008413111673458947,組織文化與制度
工作環境,畢業,0.008599743956502415,組織文化與制度
產業前景,畢業,-0.01040487062849336,組織文化與制度
多元性,畢業,0.03948815823621765,組織文化與制度
變化性,畢業,0.018826088327326948,組織文化與制度
工學院,畢業,-0.009218489698469001,科系專業
管理學院/商學院,畢業,-0.001245064792651951,科系專業
面試,畢業,0.03140056494841448,招募資訊
學經歷,畢業,0.11681101459513193,招募資訊
徵才,畢業,-0.00879418303120306,招募資訊
實習,畢業,-0.010527232419802517,招募資訊
工作,畢業,-0.008280193912497872,招募資訊
離職,畢業,0.07066066088139064,招募資訊
新鮮人,畢業,0.12280217438095709,招募資訊
畢業,畢業,0.9999999999999999,招募資訊
招募人員,畢業,-0.00618113337533626,招募資訊
正向,畢業,0.03878001686867379,情緒
負向,畢業,0.04416309459976376,情緒
成就感,招募人員,-0.004396291721724284,成長價值
學習成長,招募人員,-0.008683163399526949,成長價值
創新,招募人員,-0.0041652976176826464,成長價值
薪資,招募人員,0.06464571099555404,經濟報酬
福利,招募人員,0.05063363247353393,經濟報酬
管理制度,招募人員,0.029728333608975328,經濟報酬
工作氛圍,招募人員,-0.01724957904639574,人際價值
同事互動,招募人員,0.003709939245942615,人際價值
主管風格,招募人員,0.05875910737017361,人際價值
工作地點,招募人員,-0.00852126542863706,組織文化與制度
公司規模,招募人員,-0.011719673278051413,組織文化與制度
工作環境,招募人員,-0.01793160962735912,組織文化與制度
產業前景,招募人員,-0.01048202290983575,組織文化與制度
多元性,招募人員,-0.005332996546894676,組織文化與制度
變化性,招募人員,0.002107266687614826,組織文化與制度
工學院,招募人員,-0.009286844946329552,科系專業
管理學院/商學院,招募人員,0.17609433503040575,科系專業
面試,招募人員,0.12444711095603045,招募資訊
學經歷,招募人員,-0.00797703733492652,招募資訊
徵才,招募人員,0.014775603298496899,招募資訊
實習,招募人員,0.01742297974020211,招募資訊
工作,招募人員,0.03891971589226021,招募資訊
離職,招募人員,0.015992236846154844,招募資訊
新鮮人,招募人員,-0.008139610507118252,招募資訊
畢業,招募人員,-0.00618113337533626,招募資訊
招募人員,招募人員,0.9999999999999999,招募資訊
正向,招募人員,0.06725177880702454,情緒
負向,招募人員,0.07039206922243499,情緒
成就感,正向,0.06220183212523075,成長價值
學習成長,正向,0.15795659321285108,成長價值
創新,正向,0.05168785599510509,成長價值
薪資,正向,0.17598050796856038,經濟報酬
福利,正向,0.31992232286537264,經濟報酬
管理制度,正向,0.16047299567712173,經濟報酬
工作氛圍,正向,0.137521756426353,人際價值
同事互動,正向,0.26503710292646737,人際價值
主管風格,正向,0.21634478048809402,人際價值
工作地點,正向,0.03198684922057176,組織文化與制度
公司規模,正向,0.09814673858917747,組織文化與制度
工作環境,正向,0.07630009457507152,組織文化與制度
產業前景,正向,0.0685235324288414,組織文化與制度
多元性,正向,0.042006361864422234,組織文化與制度
變化性,正向,0.04304427387539713,組織文化與制度
工學院,正向,0.10460870077269907,科系專業
管理學院/商學院,正向,-0.013454519523147997,科系專業
面試,正向,0.061942247503090644,招募資訊
學經歷,正向,0.07654688405697319,招募資訊
徵才,正向,0.08296789453282814,招募資訊
實習,正向,0.08006811157879402,招募資訊
工作,正向,0.243892957954616,招募資訊
離職,正向,0.038575192302221256,招募資訊
新鮮人,正向,0.058829435530403255,招募資訊
畢業,正向,0.03878001686867379,招募資訊
招募人員,正向,0.06725177880702454,招募資訊
正向,正向,1.0,情緒
負向,正向,0.3206699958145408,情緒
成就感,負向,0.05960269076805694,成長價值
學習成長,負向,0.06758294909101566,成長價值
創新,負向,0.01750970848206354,成長價值
薪資,負向,0.14128348744589864,經濟報酬
福利,負向,0.072709433628529,經濟報酬
管理制度,負向,0.12362683258350121,經濟報酬
工作氛圍,負向,0.21192730060730128,人際價值
同事互動,負向,0.0816958377685208,人際價值
主管風格,負向,0.17832779054782544,人際價值
工作地點,負向,0.024373710246041604,組織文化與制度
公司規模,負向,0.02859694876290986,組織文化與制度
工作環境,負向,0.012940288959525377,組織文化與制度
產業前景,負向,0.06443608638094342,組織文化與制度
多元性,負向,0.055835993947463025,組織文化與制度
變化性,負向,0.05364701997968197,組織文化與制度
工學院,負向,0.0941556835653452,科系專業
管理學院/商學院,負向,-0.010313431103843092,科系專業
面試,負向,0.040557142118098875,招募資訊
學經歷,負向,0.06745098709820536,招募資訊
徵才,負向,0.06248758333780344,招募資訊
實習,負向,0.019096517379808765,招募資訊
工作,負向,0.1520484377650506,招募資訊
離職,負向,0.15436264628645238,招募資訊
新鮮人,負向,0.06417913837262681,招募資訊
畢業,負向,0.04416309459976375,招募資訊
招募人員,負向,0.07039206922243499,招募資訊
正向,負向,0.3206699958145408,情緒
負向,負向,0.9999999999999998,情緒
