,vacancies,post_time,p_year_month,interview_time,content,word,成就感,學習成長,創新,薪資,福利,管理制度,工作氛圍,同事互動,主管風格,工作地點,公司規模,工作環境,產業前景,輪調,外派,出差,引擎,馬力,避震,外觀,操控,安全,堅固,配備,價錢,科技,品質,折舊,品牌,空間,保養,續航,尺寸,車種,驅動,變速箱,電資,機械,製造,車輛工程,品管,多元性,企業社會責任,企業永續目標,面試,徵才,實習,工作,離職,轉職,新鮮人,畢業,出路,能力,招募人員,正向,負向
290,製程工程師,2023.03.14,2023-03,2023.01,這是F12b Etch部門，主管說這是個跟在RD和製造中間的部門，進行這個製程的小量測試。與濕蝕刻有關，工作環境和內容可上網看前輩的心得應更明確。主管講話很有條理，對自己的團隊帶領很有信心，不過一直跟我說這是個無趣的工作XD。自我介紹？口頭說明1-2分鐘。描述一下你的論文題目？從背景、動機開始，再來是如何進行(儀器或技術)，及最終的成果。我有提到團隊合作，這點有讓主管眼睛有一亮的感覺，而繼續追問相關經驗。有無論文發表? 為什麼？照實說明，給予充足的理由。如果沒有好的成果，不仿舉其他競賽和獲獎的例子。說一個驕傲的事蹟？依個人經驗說明。我當時是說實驗室時擔任儀器管理員。可以接受輪班嗎？輪班一定要說可以啊。社團經驗？社團還有興趣都說，且這題莫名的重要。因為他們想知道你能不能好好排解壓力XD。有沒有問題？我問了團隊氣氛、找尋的人格特質等。建議展現多點信心和合適原因，畢竟很多東西都是從頭學，需要一個寬闊廣大的心。然後他們想找好相處的人、抗壓性高的人。台積是個很誠實的公司，不用過度包裝，就拿出最誠懇的一面吧!,"['F12', 'bEtch', '部門', '主管', 'RD', '製造', '中間', '部門', '製程', '小量', '測試', '濕蝕刻', '工作環境', '內容', '上網', '前輩', '心得', '明確', '主管', '講話', '條理', '團隊', '帶領', '信心', '一直', '無趣', '工作', 'XD', '自我介紹', '口頭', '說明', '12', '分鐘', '描述', '論文', '題目', '背景', '動機', '儀器', '技術', '最終', '成果', '提到', '團隊', '合作', '主管', '眼睛', '亮', '感覺', '繼續', '追問', '相關', '經驗', '論文', '發表', '照實', '說明', '給予', '充足', '理由', '成果', '仿舉', '競賽', '獲獎', '例子', '驕傲', '事蹟', '經驗', '說明', '實驗室', '時', '擔任', '儀器', '管理', '接受', '輪班', '輪班', '社團', '經驗', '社團', '有興趣', '莫名', '重要', '排解', '壓力', 'XD', '問題', '團隊', '氣氛', '找尋', '人格', '特質', '建議', '展現', '多點', '信心', '合適', '原因', '東西', '從頭學', '需要', '寬闊', '廣大', '心', '找好', '相處', '抗壓', '高', '台積', '誠實', '公司', '不用', '過度', '包裝', '拿出', '誠懇', '一面']",0,0,0,0,0,3,1,1,3,0,0,1,1,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,2,0,0,0,0,0,2,3,7,454
291,工程師,2023.03.13,2023-03,2022.11,HR寄email來預約面試時間，自行點開連結後至網頁點自己可以的時間，之後等主管確認後就會再寄給你正式的面試時間。面試前需至TSMC官網履歷網站系統填寫個人履歷(個人資料和學經歷、技能、自傳等等的)。之後使用Teams進行視訊面試，主管不會露臉，所以可以考慮一下要不要露臉(?)，主要就是請你自我介紹然後說一下他們部門在做什麼，看你有沒有啥問題。自我介紹？如實回答。Coding需刷題，一共會有3題，題目難度感覺比以前有提升，刷題網站不是用leetcode所以平常如果用leetcode刷的對他介面會有些不熟悉,"['HR', 'email', '預約', '面試', '時間', '自行', '點開', '連結', '網頁點', '時間', '主管', '確認', '寄給', '正式', '面試', '時間', '面試', '需', 'TSMC', '官網', '履歷', '網站', '系統', '填寫', '履歷', '人資', '學經歷', '技能', '自傳', '使用', 'Teams', '視訊', '面試', '主管', '露臉', '考慮', '露臉', '自我介紹', '部門', '問題', '自我介紹', '如實', '回答', 'Coding', '需', '刷題', '一共', '題目', '難度', '感覺', '提升', '刷題', '網站', 'leetcode', '平常', 'leetcode', '刷', '介面', '熟悉']",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,4,0,254
292,製程工程師,2023.03.13,2023-03,2023.02,第一次面試：主管面試（60min），首先自我介紹，接下來就依據你履歷相關問題進行提問，ex:遇到最大挫折如何解決，實習過程中印象深刻的事，大學為何退選某些科目，論文相關問題⋯等等； 我是沒有被問到半導體專業問題，大都都環繞在人格特質方面的問題。接著講解工作內容，詢問輪班、輪調的意願，接下來是請我提出想了解的問題。最後有一題情境題：如果主管發現機台會規律性的發生問題，請你提出解決方案，你會怎麼做？。第二次面試：人資面試(30 min)，進行學歷資料確認，詢問最快入職時間，了解面試的部門在做什麼嗎？。主要問題都是從間接人員問卷裡面延伸，大多都是罐頭題，ex:優缺點、最大挫折、如何排解壓力⋯，接下來是請我提出想了解的問題。自我介紹？依照個人情況準備一份簡報報告。熟悉自己履歷上有提到的東西，若大學成績不好或有退選紀錄，要想好要怎麼回答（我這邊被問了超級久）保持正向積極態度回答問題。,"['面試', '主管', '面試', '60', 'min', '自我介紹', '履歷', '相關', '問題', '提問', 'ex', '遇到', '挫折', '解決', '實習', '過程', '印象深刻', '大學', '退選', '科目', '論文', '相關', '問題', '問到', '半導體', '專業', '問題', '環繞', '人格', '特質', '方面', '問題', '講解', '工作', '內容', '詢問', '輪班', '輪調', '意願', '提出', '問題', '最後', '情境題', '主管', '發現', '機台會', '規律性', '發生', '問題', '提出', '解決', '方案', '面試', '人資', '面試', 'min', '學歷', '資料', '確認', '詢問', '入職', '時間', '面試', '部門', '問題', '間接', '人員', '問卷', '延伸', '罐頭題', 'ex', '優', '缺點', '挫折', '排解', '壓力', '提出', '問題', '自我介紹', '情況', '準備', '簡報', '報告', '熟悉', '履歷', '提到', '東西', '大學', '成績', '不好', '退選', '紀錄', '想好', '回答', '保持', '正向', '積極', '態度', '回答', '問題']",0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,1,3,4,382
293,RD,2023.03.12,2023-03,2022.11,"一面。一進去google meet有六,七位不同單位的主管，其中一個是主持人。事前有通知要準備10~15分鐘的自我介紹(包括論文)，介紹完後基本上每個主管會問一個問題，有些是關於碩論，有些是問罐頭問題(優缺點 遇到最困難的問題等等)，回答完後換各個主管介紹自己的單位在幹嘛，工作的內容，以及加班輪班的情形(介紹得很快有些沒有記起來)。最後等各個面試官離開後，主持人會問對哪些單位比較感興趣，然後有沒有問題想要問的，基本上就問個ㄧ些關於職務內容，工作挑戰性的部分，大概是這樣。二面人資。開門見山直接問罐頭問題，會針對回答再繼續延伸問，可能要準備多一點。求學面對最大的挑戰是什麼,解決方式？說自己在論文研究上面對的的挫折等等。基本上沒有問到專業內容，畢竟本身不是研究半導體相關的。比較注重在人格特質上，如實回答就好，因為會延伸問下去。然後罐頭問題要稍微準備一下。","['一面', 'googlemeet', '六七', '單位', '主管', '主持人', '通知', '準備', '1015', '分鐘', '自我介紹', '論文', '介紹完', '主管', '問題', '碩論', '罐頭', '問題', '優', '缺點', '遇到', '困難', '問題', '回答完', '主管', '介紹', '單位', '幹嘛', '工作', '內容', '加班', '輪班', '情形', '介紹', '記起來', '最後', '面試官', '離開', '主持人', '單位', '感', '興趣', '問題', '職務', '內容', '工作挑戰', '二面', '人資', '開門見山', '直接', '罐頭', '問題', '回答', '繼續', '延伸', '準備', '多一點', '求學', '面對', '挑戰', '解決', '方式', '論文', '研究', '面對', '挫折', '問到', '專業', '內容', '研究', '半導體', '相關', '注重', '人格', '特質', '如實', '回答', '延伸', '下去', '罐頭', '問題', '稍微', '準備']",1,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,5,5,374
294,Equipment Engineer,2023.03.10,2023-03,2022.09,第一次面試：和主管面試，先自我介紹，主管會在過程中提問。接下來討論Equipment Engineer工作內容，主要是需要的能力和心態，主管人很好，很願意對工作內容說明。第二次面試：和HR面談，先自我介紹，主要是判斷個人特質是否合乎職位需求。對於輪班與產線的看法？誠實回答，目前有模組副工程師的加入，討論夜班情況，以及有接受進入無塵室的能力。如何準備面試：準備自我介紹即可，若沒有英文成績者需要入廠上機考試。是否推薦此份工作：推薦，主管講解詳細。,"['面試', '主管', '面試', '自我介紹', '主管', '過程', '提問', 'Equipment', 'Engineer', '工作', '內容', '需要', '能力', '心態', '主管', '願意', '工作', '內容', '說明', '面試', 'HR', '面談', '自我介紹', '判斷', '特質', '合乎', '職位', '需求', '輪班', '產線', '看法', '誠實', '回答', '模組', '副工程師', '加入', '夜班', '情況', '接受', '進入', '無塵室', '能力', '準備', '面試', '準備', '自我介紹', '英文', '成績', '需要', '上機', '考試', '推薦', '工作', '推薦', '主管', '講解', '詳細']",0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,5,2,224
295,研發工程師,2023.03.10,2023-03,2022.1,第一次面試是遠端面試，進到會議室後會有一位主持人(也是主管)以及其他主管，我自己的情況是進去後一位主持人跟一位主管，但後來講一講那個主管就跑了，剩我跟主持人兩個人，跟主持人的面試將近兩個小時，會先讓你自我介紹，然後講你做的PPT(事前要求準備)，然後你講得期間主管會問問題，你講完後換主管講他部門的部分。第二次面試是跟HR面試，一樣是遠端面試，HR會問一些比較偏人格的問題，像是問團隊合作的經驗之類的。在研究當中有沒有遇到什麼困難的問題，怎麼解決的?？在演算法的開發中有遇到問題，結果與預期的不符合，後來持續的與教授討論，並且從其他類似的論文中比較不同的地方，最後歸納出問題發生點，順利解決問題。台積電的研發應該是蠻多人夢寐以求的職缺，一開始會以為面試非常困難，然而不論是依面還是二面都沒有給予面試者很多壓力，因此我認為只要把自己準備好就行了。,"['面試', '遠', '面試', '進到', '會議室', '主持人', '主管', '主管', '情況', '主持人', '主管', '主管', '跑', '主持人', '主持人', '面試', '小時', '自我介紹', 'PPT', '要求', '準備', '期間', '主管', '問題', '講完', '主管', '部門', '面試', 'HR', '面試', '遠', '面試', 'HR', '人格', '問題', '像是', '團隊', '合作', '經驗', '研究', '遇到', '困難', '問題', '解決', '演算法', '開發', '遇到', '問題', '預期', '不符', '持續', '教授', '類似', '論文', '地方', '最後', '歸納出', '問題', '發生點', '順利', '解決問題', '台積電', '研發', '夢寐以求', '職缺', '面試', '困難', '依面', '二面', '給予', '面試', '壓力', '認為', '準備好']",0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,1,8,3,363
296,製程工程師,2023.03.10,2023-03,2022.11,基本上就是進行論文和自我介紹，然後主管會問一些研究和人格問題，最後主管通常會主動介紹工作內容和宮時，若沒有的話建議快跑，通常是非常硬的職缺。面的是南科光罩單位，進去前就之到很硬，所以也沒有花很多時間準備，結果是沒有錄取。如果女友和工作同時找你怎麼選？以工作為重。面試前可以先看看職缺，上網爬一下文，GG有很多相關資訊，然後記得要在拿到offer前拒絕值缺，不然會有履歷倍所的問題,"['論文', '自我介紹', '主管', '研究', '人格', '問題', '最後', '主管', '通常', '主動', '介紹', '工作', '內容', '宮', '時', '建議', '跑', '通常', '硬', '職缺', '南科', '光罩', '單位', '硬', '時間', '準備', '錄取', '女友', '工作', '選', '工作', '重', '面試', '職缺', '上網', '爬', 'GG', '相關', '資訊', '記得', 'offer', '拒絕', '缺不然', '履歷', '倍所', '問題']",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,2,1,188
297,技術員,2023.03.09,2023-03,2022.05,一踏進門，就要跟櫃檯報到，還得交出你的手機，記下一個超重要的編號，類似准考證號碼。然後就開始考筆試啦！第一關是英翻中或中翻英的選擇題，題庫在面試邀請的郵件裡就有，但不完全都出自題庫，有時會出些新題目，總共大概20題，都不算太難。接著是數學關，要自己寫算式，總共兩題，第一題簡單得只有加減乘除，第二題則有點小陷阱，但還是小學數學的範疇，也只是加減乘除而已。考試結束後，就會分組進行性向測驗。這部分大概問你是不是個積極主動的人，遇到問題會不會求助他人，反正沒什麼難度。但有些面試者還得接受聽力和記憶力測驗，其中一項甚至還有理化測試，可能是因為不同部門要求不同吧。如果你考試順利通過，那就輪到主管和人力資源部的面試了！如果你考完試就有人來告訴你等待通知信，那多半就已經可以狂喜了，畢竟如果真的要錄取你，怎麼可能不讓你參加後續的面試呢？（這是我個人的猜測啦！）。自我介紹？如實回答。開車去的建議提早過去 雖然有停車場，但是幾乎都停滿 蠻困擾的 建議騎機車或是早點去 最好預留停車準備時間以免遲到,"['踏進', '門', '櫃檯', '報到', '交出', '手機', '記下', '重要', '編號', '類似', '准考證', '號碼', '筆試', '英翻中', '中翻英', '選擇', '題題庫', '面試', '邀請', '郵件', '完全', '出自', '題庫', '題目', '難', '數學', '關要', '寫算式', '簡單', '加減', '乘除', '陷阱', '小學', '數學', '範疇', '加減', '乘除', '考試', '分組', '性向', '測驗', '積極', '主動', '遇到', '問題', '會不會', '求助', '反正', '難度', '面試', '接受', '聽力', '記憶力', '測驗', '理化', '測試', '部門', '要求', '考試', '順利', '輪到', '主管', '人力資源', '面試', '考完', '告訴', '等待', '通知信', '多半', '狂喜', '錄取', '參加', '後續', '面試', '猜測', '自我介紹', '如實', '回答', '開車', '建議', '提早', '過去', '停車', '停滿', '困擾', '建議', '騎', '機車', '早點', '預留', '停車', '準備', '時間', '遲到']",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,6,442
298,暑期實習生,2023.03.09,2023-03,2023.03,Ask me about the information on the resume. Mainly about my past experience on internship or group project. I was also asked why I want to choose TSMC and why do I qualified for this job role.。Why did you choose Data Science as your master major while studying IE during undergrad?？I want to combine the expertise of two fields and applt to my future career.。Make sure to express yourself as willing to take shift. Because they keep focus on the fact that this isn't some job with work life balance.,"['Askmeabout', 'the', 'informationontheresume', 'Mainlyaboutmypastexperienceoninternshiporgroupproject', 'Iwasalsoasked', 'why', 'Iwanttochoose', 'TSMCandwhydo', 'Iqualified', 'forthisjobrole', 'Whydidyouchoose', 'Data', 'Scienceasyourmastermajorwhilestudying', 'IEduringundergrad', 'Iwanttocombine', 'theexpertise', 'oftw', 'ofieldsandapplttomyfuturecareer', 'Makesuretoexpressyourselfaswillingtotakeshift', 'Becausetheykeepfocuson', 'thefactthatthisisntsomejobwithworklifebalance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
299,設備工程師(量測),2023.03.09,2023-03,2023.02,主管面談:首先自我介紹，在從當中去提問論文，並跟你說日後僅須輪小夜班，並問未來規劃，以及面對原本假日有約，但碰到公司有急事需要你來幫忙會如何解決。人資:較多會詢問你履歷上的內容，若有工作經驗，則會問你工作內容以及成就感跟挫折感最重的部分。2個部份各花40分鐘左右。成就感跟挫折感？去說明過往團隊合作的經驗，跟有關團隊因為哪邊發生意外，造成活動無法進行隨後解決。建議熟知履歷，以及人資這塊要做過演練，去了解可能接下來會問甚麼問題，最好是多找幾個朋友先演練過，並把每個人的問題都能無破綻的回答出即可。,"['主管', '面談', '自我介紹', '提問', '論文', '日後', '須', '小夜班', '未來', '規劃', '面對', '假日', '有約', '碰到', '公司', '急事', '需要', '幫忙', '解決', '人資', '較多', '詢問', '履歷', '內容', '工作經驗', '工作', '內容', '成就感', '挫折感', '重', '部份', '分鐘', '成就感', '挫折感', '說明', '過往', '團隊', '合作', '經驗', '團隊', '發生', '意外', '造成', '活動', '無法', '解決', '建議', '熟知', '履歷', '人資', '塊', '演練', '問題', '朋友', '演練', '問題', '破綻', '回答出']",2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,3,7,247
300,職員,2023.03.08,2023-03,2023.02,還不錯福利好工作環境😃😄地點在竹科，附近機能好（5分鐘左右，個人有準備大概11頁簡單投影片，內容主要為基本簡歷、大學經歷、研究所經歷、工作經歷、研究室基本介紹、研究所主要研究內容） 。詢問研究內容是否可以運用在半導體元件上？ 詢問讀書過程中有沒有經歷什麼挫折？（如何解決） 主管介紹職位內容 詢問工作時間的問題（如：是否能接受輪超早班或是小夜班、最晚下班時間等） 職涯規劃（三階段） 接不接受調到海外或國內廠區？（廠間調動） 情境題：若主管要你要你三個月準備專案報告，。這期間都可以與主管、學長姐進行討論及實驗，在報告前一個禮拜發現數據不如預期，會怎麼處理？若後續數據有問題，主管要求調整數據值至符合標準，你會怎麼處理？ 有沒有工作其他問題想詢問？（可自行提出自己不理解的地方） 。心得：主管人其實很好，提供的工作內容也相當豐富，也跟我分享裡面的風氣（主管說就跟網路上說的一樣，很操），整體面試下來，我覺得依照自己的想法去回答，答案沒有對錯，只有自己適不適合這份工作，期許自己能找到適合自己的工作！。可以加班嗎？可以。台積電創辦人張忠謀曾透露自己面試求職者，最討厭求職者回答說：「我覺得在台積電有很多學習機會！」因為對張忠謀來說，公司要的是即戰力，而不是重頭教起。,"['不錯', '福利', '工作環境', '地點', '竹科', '附近', '機能', '分鐘', '準備', '頁', '簡單', '投影片', '內容', '簡歷', '學經歷', '研究', '經歷', '工作', '經歷', '研究', '室', '介紹', '研究', '研究', '內容', '詢問', '研究', '內容', '運用', '半導體', '元件', '詢問', '讀書', '過程', '經歷', '挫折', '解決', '主管', '介紹', '職位', '內容', '詢問', '工作', '時間', '問題', '接受', '輪超早班', '小夜班', '下班', '時間', '職涯', '規劃', '階段', '接受', '調到', '海外', '國內', '廠區', '調動', '情境題', '主管', '準備', '專案', '報告', '期間', '主管', '學長', '姐', '實驗', '報告', '禮拜', '發現', '數據', '預期', '處理', '後續', '數據', '問題', '主管', '要求', '調整', '數據值', '符合', '標準', '處理', '工作', '問題', '詢問', '自行', '提出', '理解', '地方', '心得', '主管', '提供', '工作', '內容', '豐富', '分享', '風氣', '主管', '網路', '操', '體面', '下來', '想法', '回答', '答案', '對錯', '不適', '工作', '期許', '適合', '工作', '加班', '台積電', '創辦人', '張忠謀', '透露', '面試', '求職', '討厭', '求職', '回答', '台積電', '學習機會', '張忠謀', '公司', '戰力', '重頭']",0,1,0,0,1,2,0,0,6,2,1,1,0,0,1,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,7,0,0,0,0,0,0,6,8,532
301,智慧製造工程師,2023.03.08,2023-03,2022.06,共四次視訊。小主管，大主管，HR，英文測試。整個流程大約1個半月。小主管面完過幾天約大主管面試。大概5~7天。大主管面完約人資。這個快一點3天就約時間了。人資面完再隔幾天就做英文線上測試。每次大該都1~1.5小時。主管問的比較偏向學習經歷。都是學習上的事。就照自己的經歷回答。然後會介紹一夏工作內容跟環境。也會問論文內容所以論文要熟。人資的都是在問個性以及從你的回答繼續深問下去。論文相關內容？如實回答就好，論文內容要熟。為什麼想來台積電？因為當下有點緊張，現在回想起來也不知道自己在講甚麼，就網路上差不多的答案。(人資) 在辦活動的時候有沒有遇到甚麼困難？如何解決？我在大學有當過活動組的組長，所以人資就挑了活動相關的來問，人資面試的部分真的是照自己的經歷來講就好。因為我們是活動組，任務就是負責策畫遊戲內容，我們的方式是先給大家一點時間回去想一些點子，再一起來討論，那時候就有發生組員因為沒想法然後開會的時候就有點敷衍。結束會議後有私下找組員來詢問狀況，發現其實他也不是想擺爛，他覺得跟其他人比起來自己的想法沒那麼好所以就乾脆不講了。所以我就是陪他多聊聊，後來他也是有把自己的想法跟我說。另外一個困難是，我們想借用系館的教室，那時候正值系主任交接，新的系主任很反對我們辦營隊之類的活動，那個時候有請總召去協調依然不成功，後來是跟總副召去找其他教授幫忙說服。最後就是有得到系館教室的使用權但是不允許有任何的布置。(人資) 你說你有當過活動組組長，那你覺得身為一個組長該做到甚麼？我覺得身為一個組長並不是單純的對組員下命令而已，需要多去聊解各個組員的個性，對於比較不擅表達想法的要多去傾聽多引導他說出來，同時也要注意組員間是否有不合的情況要第一時間協調處理。那對其他組來說我代表的就是活動組，要對其他幹部負責要對整個營隊負責，所以在任務執行的進度上要嚴格管控不能落後，所以對組員除了聊解他們之外，也要監督他們執行的進度，當出現任何狀況時才能第一時間進行處理。面試難度是真的不高，只是後來我不想去這個屎缺所以在結果出來前就直接跟人資說我這個職務不去了，改去面其他職務。,"['視訊', '主管', '主管', 'HR', '英文', '測試', '流程', '主管', '面完', '主管', '面試', '57', '主管', '完約', '人資', '一點3', '時間', '人資', '面完', '隔', '英文', '線上', '測試', '115', '小時', '主管', '偏向', '學習', '經歷', '學習', '經歷', '回答', '介紹', '夏', '工作', '內容', '環境', '論文', '內容', '論文', '熟', '人資', '個性', '回答', '繼續', '深', '下去', '論文', '相關', '內容', '如實', '回答', '論文', '內容', '熟', '台積電', '緊張', '現在', '回想', '網路', '答案', '人資', '活動', '遇到', '困難', '解決', '大學', '活動組', '組長', '人資', '活動', '相關', '人資', '面試', '經歷', '活動組', '任務', '負責', '策畫', '遊戲', '內容', '方式', '一點', '時間', '回去', '點子', '發生', '組員', '沒想法', '開會', '敷衍', '會議', '私下', '組員', '詢問', '狀況', '發現', '擺爛', '比起來', '想法', '乾脆', '陪', '聊聊', '想法', '困難', '借用', '系館', '教室', '系主任', '交接', '系主任', '反對', '營隊', '活動', '總召', '協調', '依然', '成功', '總副召', '教授', '幫忙', '說服', '最後', '得到', '系館', '教室', '使用權', '允許', '布置', '人資', '活動組', '組長', '身為', '組長', '做到', '身為', '組長', '組員', '命令', '需要', '聊解', '組員', '個性', '擅', '表達', '想法', '傾聽', '引導', '說出來', '注意', '組員', '不合', '情況', '時間', '協調', '處理', '代表', '活動組', '幹部', '負責', '整個', '營隊', '負責', '任務', '執行', '進度', '嚴格', '管控', '落後', '組員', '聊解', '之外', '監督', '執行', '進度', '出現', '狀況', '時', '時間', '處理', '面試', '難度', '高', '屎', '缺', '直接', '人資', '職務', '職務']",0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,15,4,883
302,IT Engineer,2023.03.08,2023-03,2023.02,流程:Hackerrank第一次考試(2/8)->主管遠端面試(2/13)->HR遠端面試(2/21)->到場測驗(2/24)->Hackerrank第二次考試(2/27)->主管電話討論解題過程(3/7)->如果還有會在更新。Hackerrank第一次考試: 要開鏡頭，只寫對1.5題，沒過。主管遠端面試:剛開始做自我介紹，我做了一份10頁的ppt，有個人簡歷，當助教的經驗與研究經驗，主管會針對論文的問題做討論，之後會問你是否有團隊合作的經驗，還有興趣是甚麼，然後看到我Hackerrank沒過，過的分數是125，考三題，分別是50 50 75。詢問我是否需要第二次機會，因為一年只能考兩次，我非常感謝主管給了我第二次機會，最後主管要我將ppt寄給他們，完成了這次的視訊面試。HR遠端面試:詢問一些問題，明顯是想了解你的個性，積極性，是否適合這份工作，然後提醒我要考Hackerrank。到場測驗:地點在中科，有適性測驗，英文測驗，因為英文多益有過所以只有適性測驗，當天有免費的星巴克黑咖啡可以喝。Hackerrank第二次考試:要開鏡頭，幾乎全對，只有一個小測資沒過。主管電話討論解題過程:大概15分鐘，就詢問你怎麼解的，為什麼要使用某些資料結構，如果是自己寫的應該不會有問題。然後目前3/7還沒拿到offer，有甚麼狀況會再上來更新。論文相關問題？照自己的理解回答。Hackerrank要好好準備，過的分數是125，考三題，分別是50 50 75。其他的不會有太難的題目。,"['流程', 'Hackerrank', '考試', '28', '主管', '遠', '面試', '213', 'HR', '遠', '面試', '221', '到場', '測驗', '224', 'Hackerrank', '考試', '227', '主管', '電話', '解題', '過程', '37', '更新', 'Hackerrank', '考試', '鏡頭', '主管', '遠', '面試', '自我介紹', '頁', 'ppt', '簡歷', '助教', '經驗', '研究', '經驗', '主管', '論文', '問題', '團隊', '合作', '經驗', '有興趣', '看到', 'Hackerrank', '分數', '125', '505075', '詢問', '需要', '機會', '感謝', '主管', '機會', '最後', '主管', 'ppt', '寄給', '完成', '視訊', '面試', 'HR', '遠', '面試', '詢問', '問題', '明顯', '個性', '積極', '適合', '工作', '提醒', 'Hackerrank', '到場', '測驗', '地點', '中科', '適性', '測驗', '英文', '測驗', '英文', '多益', '適性', '測驗', '當天', '免費', '星巴克', '黑', '咖啡', '喝', 'Hackerrank', '考試', '鏡頭', '測資', '主管', '電話', '解題', '過程', '分鐘', '詢問', '使用', '資料', '結構', '問題', '37', 'offer', '狀況', '更新', '論文', '相關', '問題', '理解', '回答', 'Hackerrank', '準備', '分數', '125', '505075', '難', '題目']",0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,0,0,2,9,4,637
