,Unnamed: 0,company_name,vacancies,post_time,interview_time,rank,status,difficult,process,question,suggestion
931,931,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.07.14,2021.01,5,錄取,普通,面試過程很愉快，主管...,"[{'Q': '為什麼會要來美光', 'A': '美光是外商，喜歡外商...'}]",
932,932,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務工程師,2021.07.13,2020.12,5,錄取,普通,多個單位的主管和人資...,"[{'Q': '自我介紹', 'A': '大學/碩班讀哪，碩論...'}]",
933,933,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.07.12,2019.12,3,錄取,高,團體面試，一群主管一...,"[{'Q': '你覺得自己的缺點', 'A': '我覺得是比較不會拒絕...'}]",
934,934,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,課長,2021.07.05,2021.06,4,等待中,普通,通常最近面試都是視訊...,"[{'Q': '最近有沒有看書', 'A': '有'}]",
935,935,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製造課長,2021.07.02,2021.03,4,錄取,普通,3~5位主管(3位為...,"[{'Q': '經過剛剛的問答，以及其他2為面試者的應答，你覺得你現在最需要加強的地方是哪個部分?', 'A': '要評斷自己與其他人比...'}]",
936,936,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.06.29,2021.06,5,錄取,普通,此次面試為校園徵才，...,"[{'Q': '中英文自我介紹', 'A': '簡單說明自己的學歷、...'}]",
937,937,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,黃光設備工程師,2021.06.28,2021.05,3,無聲卡,高,是線上視訊團體面試，...,"[{'Q': '有什麼經歷是讓你覺得能勝任這份工作的？', 'A': '以往實習時候有過工作...'}]",
938,938,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,planner,2021.06.26,2021.06,4,等待中,高,因疫情採用視訊面試，...,"[{'Q': '英文自我介紹', 'A': '照準備的講'}]",
939,939,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.06.26,2021.03,3,未錄取,普通,"線上面試
首先主管...","[{'Q': '你對於work life balance 的看法是什麼？', 'A': '我現在正是該努力打拼...'}]",
940,940,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製造課長,2021.06.22,2021.06,2,未錄取,普通,製造課長有台中或是桃...,"[{'Q': '（人資）如果底下的工程師和你發生衝突，他們輩份比你高，要怎麼解決', 'A': '最好能夠闡述你處理事...'}]",
941,941,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,採購,2021.06.22,2021.06,4,未錄取,超高,面試2次，第一 次是...,"[{'Q': '對這個職務的瞭解?', 'A': '依實際狀況'}]",
942,942,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,ATE-CVD,2021.06.21,2019.1,5,錄取,低,"當天上機考英文完後
...","[{'Q': '你過去經歷遇過什麼困難以及怎麼解決', 'A': '我過去實驗遇過一個試...'}]",
943,943,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,軟體工程師,2021.06.16,2021.06,5,等待中,低,視訊面試然後只有我一...,"[{'Q': '你在團隊合作當中的腳色', 'A': '提供建議者，適時協調...'}]",
944,944,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務工程師,2021.06.16,2021.06,3,未錄取,普通,因為疫情關係是線上團...,"[{'Q': '如果主管給你一個沒看過的專案，你會怎麼完成?', 'A': '每個人回答都不太一樣...'}]",
945,945,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.06.11,2021.04,5,未錄取,高,1.問為什麼想來美光...,"[{'Q': '1.問為什麼想來美光 2.對美光有什麼了解 3.對設備工程師的了解 4.自己受過的最大的挫折 5.妳對於輪班加班看法 6.工作和生活平衡你怎麼看', 'A': '網路都有答案 ，答案...'}]",
946,946,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,TD,2021.06.11,2019.06,5,錄取,普通,"視訊面談
自我介紹...","[{'Q': '為什麼想來美光', 'A': '因為是美商'}]",
947,947,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合工程師,2021.06.10,2021.02,5,錄取,普通,當時是團體面試，面試...,"[{'Q': '有用英文問近期遇到的生活挑戰', 'A': '我的回答主要是說實驗...'}]",
948,948,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT,2021.06.07,2021.05,4,錄取,普通,面試MES: Man...,"[{'Q': '請問你對於公司及職務的瞭解為何', 'A': '作為新鮮人不一定會很...'}]",
949,949,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,資料工程師,2021.06.06,2021.05,5,等待中,普通,HR先打來做簡單的詢...,"[{'Q': '請問在實習中專案的詳細做法', 'A': '照實回答'}]",
950,950,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT工程師,2021.06.03,2021.06,4,無聲卡,高,網路上美光常問問題必...,"[{'Q': '如果今天主管給你一個沒見過的問題，你會怎麼解決', 'A': 'I will fir...'}]",
951,951,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,data engineer intern,2021.06.03,2021.04,4,錄取,普通,1.主管面試(視訊面...,"[{'Q': '對於碩一升碩二以及未來就業有什麼想法', 'A': '我是回答想先往數據相...'}]",
952,952,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.06.03,2018.11,3,錄取,普通,公司地點蠻偏僻的，從...,"[{'Q': '為什麼會選我們公司？', 'A': '我是回答薪資福利優，...'}]",
953,953,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,職員,2021.06.02,2020.09,5,錄取,高,面試一開始使用英文自...,"[{'Q': '詢問為什麼離職', 'A': '因為上一間公司沒辦法...'}]",
954,954,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合工程師,2021.06.02,2021.01,5,等待中,高,自我介紹，問工作的內...,"[{'Q': '工作中遇到的困難', 'A': '1.溝通，如何說服別...'}]",
955,955,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.05.31,2019.05,3,無聲卡,普通,一開始先由人資來面試...,"[{'Q': 'talk about yourself', 'A': '照實回答'}]",
956,956,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合工程師,2021.05.29,2021.05,4,錄取,簡單,基本上這間公司現在可...,"[{'Q': '你過去跟人相處上遇過最困難的一次是哪次？發生了什麼？', 'A': '會問這個問題原因我猜...'}]",
957,957,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.05.27,2021.03,3,未錄取,高,全過程都會以英文面試...,"[{'Q': '是否可以接受輪班', 'A': '無法'}]",
958,958,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,研發製程工程師,2021.05.22,2018.06,3,錄取,簡單,面的是後段封裝製程研...,"[{'Q': '對半導體製程的封裝了解多少', 'A': '不了解'}]",
959,959,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.05.21,2020.08,3,未錄取,高,首先因為疫情的關係所...,"[{'Q': '設備工程師的客戶是誰', 'A': '很難回答，但基本上就...'}]",
960,960,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.05.19,2020.02,5,錄取,普通,我們是團體面試，有6...,"[{'Q': '自我介紹', 'A': '說明自己的專長符合這...'}]",
961,961,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.05.17,2018.09,4,錄取,普通,先是人資面試在來才是...,"[{'Q': '自我介紹', 'A': '從大學開始介紹至研究...'}]",
962,962,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Process engineer,2021.05.13,2019.09,4,錄取,普通,當時還是學生 其實這...,"[{'Q': '1. 在學生時 在團體中擔任什麼樣的角色', 'A': '我就把在社團活動擔任...'}]",
963,963,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,職員,2021.05.07,2018.06,3,錄取,普通,會先到亞東醫院對面的...,"[{'Q': '為甚麼會應徵這個職務?', 'A': '因為我想要更貼近臨床...'}]",
964,964,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,軟體工程師,2021.05.05,2019.09,3,無聲卡,普通,介紹一下你自己，透過...,"[{'Q': '兩個list合成一個list並且排序的方法', 'A': '分別對原生list做...'}]",
965,965,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,AT Procurement Intern,2021.04.28,2021.02,5,錄取,普通,是視訊面試，由外國主...,"[{'Q': '請問你認為採購在供應鏈扮演什麼角色', 'A': '說明如何判斷採購物料...'}]",
966,966,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT工程師,2021.04.27,2021.04,4,等待中,高,因為疫情關係目前美光...,"[{'Q': '針對履歷會的技能，請你大概說明一下了解的程度', 'A': '我的回答包含在什麼樣...'}]",
967,967,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備助理工程師,2021.04.17,2020.02,3,未錄取,高,工作時間是 做四休三...,"[{'Q': '為什麼要用你，而不是用大學新鮮人', 'A': '我有相關工作經驗，即...'}]",
968,968,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,It 工程師,2021.04.14,2020.08,3,未錄取,普通,一開始會有人資打給你...,"[{'Q': '過去最挫折的事', 'A': '稍微說一下現職遇到的...'}]",
969,969,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,PQA Engineer,2021.04.13,2019.06,4,未錄取,普通,10人團體面試，4個...,"[{'Q': '你會因為什麼原因離職', 'A': '身體, 家人因素'}]",
970,970,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,資料科學家,2021.04.06,2020.09,4,無聲卡,高,面試是以全英文進行，...,"[{'Q': 'Why do you want to work here?', 'A': 'There are ...'}]",
971,971,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,工程師,2021.04.02,2020.08,3,錄取,普通,因為疫情的關係，20...,"[{'Q': '自我介紹', 'A': '大學所參加的活動、社...'}]",
972,972,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,ATE PI,2021.03.22,2019.12,5,未錄取,普通,"一面直屬主管
1....","[{'Q': '請英文介紹自己', 'A': '其實就自由發揮吧, ...'}]",
973,973,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,PIE,2021.03.22,2020.01,4,未錄取,普通,全部總共2關(HR/...,"[{'Q': '為什麼想要離開目前的工作', 'A': '照實回答'}]",
974,974,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備助理工程師,2021.03.21,2021.02,4,未錄取,普通,面試方式採用線上面試...,"[{'Q': '有什麼自我優勢', 'A': '過去工作經驗中可看出...'}]",
975,975,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.03.20,2020.12,3,錄取,普通,報到之後考英文..跟...,"[{'Q': '美光跟台積都拿到offer你會選哪個', 'A': '看個人的應對吧，這個...'}]",
976,976,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,產品工程師,2021.03.19,2021.03,4,錄取,高,面試主要分兩次，第一...,"[{'Q': '為何你想要來美光，你喜歡團隊合作還是自己處理問題', 'A': '按照自己想回答的順順...'}]",
977,977,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合工程師,2021.03.17,2021.01,5,錄取,普通,團體面試（疫情關係使...,"[{'Q': '台積跟美光同時應徵上，你會如何選擇？', 'A': '因為本身有在台積做過...'}]",
978,978,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備,2021.03.12,2021.02,1,未錄取,低,"疫情下採視訊面試,h...","[{'Q': '自我介紹', 'A': '照自己準備得回答'}]",
979,979,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.03.12,2019.07,5,錄取,普通,"這一次面試是採團面
...","[{'Q': '最喜歡的課程', 'A': '實驗課'}]",
980,980,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,PDE,2021.03.11,2020.12,3,等待中,高,可能是因為內推所以很...,"[{'Q': '工作中遇到什麼難題，最後如何解決', 'A': '新製程開發良率上不來...'}]",
981,981,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備助理工程師,2021.03.08,2019.08,4,未錄取,普通,人資小姐一開始會帶你...,"[{'Q': '為何想來美光', 'A': '如實回答即可'}]",
982,982,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務工程師,2021.03.05,2020.11,4,未錄取,普通,由於疫情影響，因此這...,"[{'Q': '對工作的理解、人格特質、過去遇到問題的處理方式', 'A': '需事先做好該職缺的準...'}]",
983,983,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,ATE CVD 先進製程工程師,2021.03.01,2019.1,4,錄取,普通,ATE是技轉部門(台...,"[{'Q': '我分享一下二面的問題 work-life balance看法', 'A': '我回答的比較矯情如下...'}]",
984,984,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,暑期實習生,2021.02.26,2019.05,2,未錄取,高,團體面試、很多人加上...,"[{'Q': '人格特質 優缺點', 'A': '基本應答即可'}]",
985,985,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,夜班作業員,2021.02.21,2020.06,5,錄取,超高,先考試，然後再面試一...,"[{'Q': '你可以加班嗎？', 'A': '一定要說可以'}]",
986,986,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.02.20,2021.01,3,未錄取,普通,因為疫情關係採用線上...,"[{'Q': '主管們為什麼待在這家公司?、有參與過什麼社團或擔任領導者的腳色嗎', 'A': '錢'}]",
987,987,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.02.18,2021.01,3,未錄取,低,防疫期間全程採用視訊...,"[{'Q': '人生中最大的挑戰', 'A': '我是回答研究所時期所...'}]",
988,988,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,設備工程師,2021.02.17,2017.02,3,錄取,普通,面試過程是團體面試，...,"[{'Q': '你最大的夢想是什麼?', 'A': '我想要騎腳踏車環島'}]",
989,989,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,派遣OP,2021.02.07,2021.02,4,錄取,低,主要由人力派遣公司幫...,"[{'Q': '工作經驗', 'A': '老實回答以前工作經驗...'}]",
990,990,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.02.01,2021.01,3,未錄取,高,早上7:30視訊面試...,"[{'Q': '最挫折的事情?', 'A': '因為沒錄取不知道該怎...'}]",
991,991,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Supervisor intern,2021.01.29,2018.05,5,錄取,普通,一次面三個人，主管聽...,"[{'Q': '未來遠中近期的規劃', 'A': '2年昇m1'}]",
992,992,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT Software MES Engineer,2021.01.27,2021.01,5,未錄取,普通,面試一開始請你先自我...,"[{'Q': '你對自己的職涯有什麼期許', 'A': '這個部分就是見仁見智...'}]",
993,993,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,"Manager, IT MFG operations",2021.01.25,2021.01,4,未錄取,普通,透過zoom mee...,"[{'Q': '詢問工作經驗中，各家公司的工作內容及離職原因，以及如何處理當時的問題', 'A': '前面有四家工作經驗，...'}]",
994,994,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Planner,2021.01.20,2020.12,4,無聲卡,高,因疫情關係，採線上視...,"[{'Q': '過去工作上遇到挫折的經驗? 如何解決?', 'A': '照實回答'}]",
995,995,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Product Test Development Engineer,2021.01.11,2021.01,4,等待中,高,全英文面試加上視訊面...,"[{'Q': '面試的問題', 'A': '全部都是用英文回答\n...'}]",
996,996,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,技術員,2021.01.07,2020.11,2,等待中,低,因為疫情的關係，用線...,"[{'Q': '上一份工作為什麼離職', 'A': '照實回答'}]",
997,997,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,QA工程師,2021.01.06,2020.1,3,錄取,高,"英文測驗（仿多益）
...","[{'Q': '離職動機', 'A': '前往下一份挑戰'}]",
998,998,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT工程師,2021.01.06,2020.11,3,未錄取,普通,因為疫情的關係，採取...,"[{'Q': '想要在工作上得到什麼', 'A': '如果你答成就感，就會...'}]",
999,999,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2021.01.05,2020.12,3,無聲卡,普通,因為疫情所以適用ZO...,"[{'Q': '自我介紹', 'A': '照實回答(有被問到家...'}]",
1000,1000,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務工程師,2021.01.05,2020.1,3,錄取,普通,因為疫情關係是採用線...,"[{'Q': '在工作上最在意什麼', 'A': '就講自己的答案，每個...'}]",
1001,1001,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Test Development Engineer,2021.01.02,2020.12,5,等待中,高,一面為線上面試 HR...,"[{'Q': '電子電路', 'A': '問RC電路相關 算出...'}]",
1002,1002,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程工程師,2020.12.28,2019.11,3,未錄取,普通,是先進黃光製程，有兩...,"[{'Q': '為什麼想來美光', 'A': '說自己的原因'}]",
1003,1003,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合工程師,2020.12.24,2020.06,4,未錄取,普通,因為疫情的關係所以進...,"[{'Q': '面對過的挫折', 'A': '照實回答'}]",
1004,1004,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,資料科學家,2020.12.22,2020.09,4,無聲卡,普通,全英文網路面試，時間...,"[{'Q': 'What are your goals for the future?', 'A': 'In the fir...'}]",
1005,1005,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT Engineer,2020.12.20,2020.11,4,未錄取,普通,因爲我是視訊面試的（...,"[{'Q': '對自己的優缺點分析', 'A': '這題網路上很多說法可...'}]",
1006,1006,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,職員,2020.12.18,2020.1,5,錄取,普通,兩次面試經驗分別介紹...,"[{'Q': '過去工作經驗.產品.方法.互動習慣等等', 'A': '1.對於特定實驗室的...'}]",
1007,1007,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,黃光製程工程師,2020.12.14,2019.06,4,錄取,普通,在一個會議室裡面團體...,"[{'Q': '你求學過程中遇到最大的挫折是什麼?', 'A': '我覺得是在撰寫論文中...'}]",
1008,1008,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務,2020.12.14,2020.1,4,未錄取,普通,面試時間大概一小時，...,"[{'Q': '有問到自己之前有沒有甚麼犯錯的經驗', 'A': '我有說自己在做論文的...'}]",
1009,1009,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Supply chain manager,2020.12.11,2020.12,4,等待中,普通,疫情的關係，所以線上...,"[{'Q': '自我介紹', 'A': '講重點就好'}]",
1010,1010,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,黃光設備工程師,2020.12.09,2020.11,4,未錄取,普通,面試的方式由於疫情改...,"[{'Q': '如何去適應比較無聊的工作環境', 'A': '之前有做過作業員這種...'}]",
1011,1011,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Data Engineer,2020.12.04,2020.12,5,等待中,高,線上面試，面試過程中...,"[{'Q': '如何建立 data pipeline', 'A': '以自身過去經驗回答如...'}]",
1012,1012,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,MES工程師,2020.12.03,2020.12,4,等待中,普通,人資打來先介紹工作內...,"[{'Q': '找工作的考慮', 'A': '發揮專長\n公司的系...'}]",
1013,1013,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT 工程師,2020.12.02,2020.11,5,未錄取,普通,首先人資會先打電話給...,"[{'Q': '團體合作遇到意見不合怎麼辦', 'A': '我回答的是要努力溝通...'}]",
1014,1014,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,ATE WET Engineer,2020.12.02,2020.02,4,未錄取,普通,"工作內容簡介：
地...","[{'Q': '從上一份工作離開的原因', 'A': '依照個人經歷來回答'}]",
1015,1015,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,IT工程師,2020.12.02,2020.11,3,等待中,高,一開始是人資打過來確...,"[{'Q': '請問為甚麼大學資料結構分數這麼差?', 'A': '因為大學有轉過學，原...'}]",
1016,1016,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Data Science Engineer,2020.11.19,2020.11,4,等待中,高,一開始是HR來電，說...,"[{'Q': 'Over fitting是什麼，如果察覺可能有over fitting', 'A': 'Over fitti...'}]",
1017,1017,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,職員,2020.11.19,2020.1,5,等待中,普通,視訊面試，與另一位面...,"[{'Q': '為什麼想加入美光', 'A': '依個人回答'}]",
1018,1018,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,製程整合,2020.11.17,2020.1,4,未錄取,普通,當時使用視訊面試，直...,"[{'Q': '抗壓力如何', 'A': '我說明自己作實驗遇到...'}]",
1019,1019,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,Realtime Defect Analysis (RDA) Engineer,2020.11.17,2020.1,5,等待中,普通,是以視訊面試的形式，...,"[{'Q': '怎麼樣特質的人適合這個職位', 'A': '因為是defect ...'}]",
1020,1020,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,技術員,2020.11.17,2020.11,4,錄取,普通,一開始在警衛室需要先...,"[{'Q': '自我介紹', 'A': '把你的家庭背景及工作...'}]",
1021,1021,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,派遣作業員,2020.11.13,2019.07,5,錄取,普通,記得提前做好體檢，免...,"[{'Q': '住在那裡', 'A': '因為剛好租約到期，想...'}]",
1022,1022,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,廠務工程師,2020.11.12,2020.05,5,錄取,普通,當時對話主管人皆非常...,"[{'Q': '請簡述一下電力系統', 'A': '依當時情況'}]",
